date_time,Hospitals,Offices,Restaurants,Schools,Shops,SFH,MFH
 01/01  01:00:00,9.54E-05,0,9.40E-05,7.43E-05,9.27E-05,8.67E-19,0
 01/01  02:00:00,9.32E-05,0,9.19E-05,7.27E-05,9.06E-05,0,0
 01/01  03:00:00,9.54E-05,0,9.40E-05,7.43E-05,9.27E-05,0,0
 01/01  04:00:00,0.00016072,0,9.51E-05,0.00012527,0.00015618,0,0
 01/01  05:00:00,0.00016287,0,9.72E-05,0.00012694,0.00015826,0,0
 01/01  06:00:00,0.00016394,0,9.82E-05,0.00012777,0.0001593,0.00039862,0
 01/01  07:00:00,0.00016394,0,9.82E-05,0.00012777,0.0001593,0.00017653,0
 01/01  08:00:00,0.00016501,0,0.00066944,0.00012861,0.00016035,0.00029232,0
 01/01  09:00:00,0.00016394,0,9.82E-05,0.00012777,0.0001593,0,0
 01/01  10:00:00,0.00015644,0,9.08E-05,0.00012193,0.00015202,0,0
 01/01  11:00:00,0.00014894,0,8.34E-05,0.00011608,0.00014473,0,0
 01/01  12:00:00,0.00014251,0,7.71E-05,0.00011107,0.00013848,0,0
 01/01  13:00:00,0.00013715,0,9.95E-05,5.68E-05,7.08E-05,0.00012908,0
 01/01  14:00:00,0.00013394,0,6.87E-05,5.43E-05,0.00013015,0.00012338,0
 01/01  15:00:00,0.00013287,0,6.76E-05,0.00010355,0.00012911,0,0
 01/01  16:00:00,7.18E-05,0,7.08E-05,5.60E-05,6.98E-05,0,0
 01/01  17:00:00,7.71E-05,0,7.60E-05,6.01E-05,7.50E-05,0,0
 01/01  18:00:00,8.14E-05,0,0,6.35E-05,7.91E-05,0.00014426,0
 01/01  19:00:00,8.68E-05,0,8.56E-05,6.76E-05,8.43E-05,0.00015375,0
 01/01  20:00:00,9.00E-05,0,8.87E-05,2.17E-19,8.75E-05,0.00015945,0
 01/01  21:00:00,9.32E-05,0,9.19E-05,0,2.60E-18,0.00016514,0
 01/01  22:00:00,9.75E-05,0,9.61E-05,0,0,0.00017274,0
 01/01  23:00:00,0.00010179,0,0.00010034,0,9.89E-05,0,0
 01/01  24:00:00,0.00010608,0,0.00010456,8.27E-05,0.00010308,0,0
 01/02  01:00:00,0.00014639,0,0.00020047,0.00021779,0.00011639,-8.67E-19,0.00023994
 01/02  02:00:00,0.00015592,0,0.00021352,0.00023196,0.00012397,0,0.00025555
 01/02  03:00:00,0.00016545,0,0.00022657,0.00024614,0.00013154,0,0.00027117
 01/02  04:00:00,0.00017065,0,0.00023368,0.00025387,0.00013568,0,0.00027969
 01/02  05:00:00,0.00017584,0,0.0002408,0.0002616,0.00013981,0.00043595,0.00028821
 01/02  06:00:00,0.00018104,0,0.00024792,0.00026933,0.00014394,0,0.00029673
 01/02  07:00:00,0.00018451,0,0.00025266,0.00027449,0.0001467,0.00024704,0.00030241
 01/02  08:00:00,0.00018884,0,0.00026421,0.00028093,0.00015014,0.00025511,0.00030951
 01/02  09:00:00,0.00018884,0,0.00018742,0.00020361,0.00015014,0,0.00022432
 01/02  10:00:00,0.00012387,0,0.00016963,0.00019073,9.85E-05,0,0.00020302
 01/02  11:00:00,0.00011348,0,0.00015539,0.00016882,9.02E-05,0,0.00018599
 01/02  12:00:00,0.00010395,0,0.00014235,0.00015464,8.26E-05,0,-8.67E-19
 01/02  13:00:00,9.62E-05,0,0.00015215,0.00014304,7.64E-05,0.00017922,0.00015759
 01/02  14:00:00,9.18E-05,0,0.00012574,0.0001366,7.30E-05,0.00017115,0.00015049
 01/02  15:00:00,0.00014119,0,0.00012218,0.0002036,0.00011226,0,8.52E-05
 01/02  16:00:00,9.36E-05,0,0.00012811,0.00013918,7.44E-05,0,0
 01/02  17:00:00,0.00010395,0,0.00014235,0.00015464,8.26E-05,0,0
 01/02  18:00:00,0.00010828,0,0,0.00016108,8.61E-05,0.00020183,0.00017747
 01/02  19:00:00,0.00011348,0,0.00015539,-2.60E-18,9.02E-05,0.00021152,0.00018599
 01/02  20:00:00,0.00011781,0,0.00016132,0,9.37E-05,0.00021959,0.00019309
 01/02  21:00:00,0.000123,0,0.00016844,0.00018299,9.78E-05,0.00022928,0.0002016
 01/02  22:00:00,0.00012733,0,0.00017437,0,-1.30E-18,0.00023735,0.0002087
 01/02  23:00:00,0.00018451,0,0.00018149,0,0.00012604,0,0.00021722
 01/02  24:00:00,0.00018884,0,0.00018742,0.00028093,0.00015014,0,0.00030951
 01/03  01:00:00,0.00017178,0.00015081,0.00015225,0.00030982,0.00017498,0,0.0003793
 01/03  02:00:00,0.00017257,0.00015175,0.0001532,0.00031123,0.00017578,0,0.00038103
 01/03  03:00:00,0.00017335,0.00020961,0.00021161,0.00031265,0.00017658,0,0.00038277
 01/03  04:00:00,0.00017335,0.00020961,0.00021161,0.00031265,0.00017658,0.00052744,0.00038277
 01/03  05:00:00,0.00017414,0.00021056,0.00021257,0.00031406,0.00017738,0,0.0003845
 01/03  06:00:00,0.00017414,0.00032568,0.00045961,0.00031406,0.00017738,0,0.0003845
 01/03  07:00:00,0.00017414,0.00015365,0.00015512,0.00031406,0.00017738,0.00036114,0.0003845
 01/03  08:00:00,0.00012707,0.00015365,0,0.00022918,0.00012944,0.00033322,0.00028058
 01/03  09:00:00,0.00012472,0.00015081,0.00015225,0.00022494,0.00012704,0,0.00027538
 01/03  10:00:00,0.00010982,0.000177,0.00013405,0.00019806,0.00011186,0,0.00024248
 01/03  11:00:00,9.49E-05,0.00011476,0.00011586,0.00017118,9.67E-05,0,0.00020957
 01/03  12:00:00,8.16E-05,9.86E-05,9.96E-05,0.00014713,8.31E-05,0,0.00018013
 01/03  13:00:00,7.22E-05,8.73E-05,8.81E-05,0.00013015,7.35E-05,0.00018923,0.00015934
 01/03  14:00:00,0.00011374,8.06E-05,8.14E-05,0.00012025,9.19E-05,0.00017484,0.00014722
 01/03  15:00:00,0.00011374,8.06E-05,8.14E-05,0.00016269,0.00011585,0,0.00015588
 01/03  16:00:00,7.22E-05,8.73E-05,8.81E-05,0.00013015,7.35E-05,0,0.00015934
 01/03  17:00:00,8.16E-05,9.86E-05,9.96E-05,0.00014713,8.31E-05,0,0.00018013
 01/03  18:00:00,8.55E-05,0.00010338,0.00010437,0.0001542,8.71E-05,0.0002242,0.00018878
 01/03  19:00:00,8.94E-05,0,0.00010916,-1.73E-18,9.11E-05,0.00023449,0.00019744
 01/03  20:00:00,9.26E-05,0,0.00011299,0,9.43E-05,0.00024271,0.00020437
 01/03  21:00:00,9.65E-05,0,0.00011778,0,4.34E-19,0.000253,0.00021303
 01/03  22:00:00,0.00014747,0,0.00012256,0.00026596,0.00015021,0.00026328,0.00032561
 01/03  23:00:00,0.00015139,0.00012615,0.00012735,0.00027304,0.00015421,0,0.00033427
 01/03  24:00:00,0.00015531,0.00013089,0.00013214,0.00028011,0.0001582,0,0.00034293
 01/04  01:00:00,0.00022411,0,0.00023466,0.00032396,9.49E-05,0,0.0003743
 01/04  02:00:00,0.00023176,0,0.00024268,0.00033502,9.95E-05,0,0.00038708
 01/04  03:00:00,0.00023941,0,0.00025069,0.00034608,0.0001433,0,0.00039986
 01/04  04:00:00,0.00024378,0,0.00025527,0.00035241,0.00014592,0,0.00040716
 01/04  05:00:00,0.00024706,0,0.0002587,0.00035715,0.00014788,0.00045557,0.00041264
 01/04  06:00:00,0.00025144,0,0.00026328,0.00036347,0.00031409,0,0.00041994
 01/04  07:00:00,0.00025472,0,0.00026672,0.00036821,0.0001132,0.00033844,0.00042542
 01/04  08:00:00,0.000258,0,6.94E-05,0.00027813,0.00011517,0.00031545,0.0004309
 01/04  09:00:00,0.00019131,0,0.00020032,0.00027655,0.00011451,0,0.00031952
 01/04  10:00:00,0.00017273,0,0.00018086,0.00024969,0.00010339,0,0.00028848
 01/04  11:00:00,0.00015961,0,0.00016713,0.00023072,9.55E-05,0,0.00026657
 01/04  12:00:00,0.00014758,0,0.00015454,0.00021334,8.83E-05,0,0.00024649
 01/04  13:00:00,0.00013774,0,0.00017786,0.00019912,8.24E-05,0.00022583,0.00023006
 01/04  14:00:00,0.00012572,0,0.00013164,0.00018173,7.53E-05,0.00020612,0.00020997
 01/04  15:00:00,0.00019022,0,0.0001305,0.00018015,7.46E-05,0,0.0003177
 01/04  16:00:00,0.00013118,0,0.00013736,0.00018964,7.85E-05,0,0.0002191
 01/04  17:00:00,0.00014321,0,0.00014996,0.00020702,8.57E-05,0,0.00023919
 01/04  18:00:00,0.00014868,0,0.00015568,0.00021492,8.90E-05,0.00024376,0.00024831
 01/04  19:00:00,0.00015524,0,0.00016255,4.34E-18,9.29E-05,0.00025451,0.00025927
 01/04  20:00:00,0.0001607,0,0.00016827,0,9.62E-05,0.00026347,0.0002684
 01/04  21:00:00,0.00016726,0,0.00017514,0.00024178,0.00010012,0.00027423,0.00027935
 01/04  22:00:00,0.00023832,0,0.00024955,0.00023704,0,0.00028319,0.00039803
 01/04  23:00:00,0.00024488,0,0.00025641,0.00025917,0.00010731,0,0.00040899
 01/04  24:00:00,0.00025034,0,0.00026214,0.00036189,0.00011059,0,0.00041812
 01/05  01:00:00,0.00021152,0.00035187,0.00023045,0.00034474,0.00011914,8.67E-19,0.00031268
 01/05  02:00:00,0.00028976,0.00048203,0.0003157,0.00047227,0.00016321,0,0.00031991
 01/05  03:00:00,0.00029466,0.00049017,0.00032103,0.00048024,0.00016596,0,0.00043558
 01/05  04:00:00,0.0002971,0.00049424,0.0003237,0.00048423,0.00016734,0,0.0004392
 01/05  05:00:00,0.00029955,0.00049831,0.00032636,0.00048821,0.00016872,0.0006204,0.00044281
 01/05  06:00:00,0.00030199,0.00050237,0.00032903,0.0004922,0.00017009,0,0.00044643
 01/05  07:00:00,0.00030444,0.00050644,0.00033169,0.00049618,0.00017147,0.00043428,0.00045004
 01/05  08:00:00,0.00030566,0.00050848,0.00033302,0.00049818,0.00017216,0.00043658,0.00045185
 01/05  09:00:00,0.00022863,0.00038034,0.0002491,0.00037264,0.00012878,0,0.00033798
 01/05  10:00:00,0.0002054,0.0003417,0.00022379,0.00033477,0.00011569,0,0.00030364
 01/05  11:00:00,0.00018217,0.00033005,0.00019848,0.00029691,0.00010261,0,0.0002693
 01/05  12:00:00,0.00015894,0.00026441,0.00017317,0.00025905,8.95E-05,0,0.00023496
 01/05  13:00:00,0.00014427,0.00024,0.00018903,0.00023514,8.13E-05,0.00027114,0.00021327
 01/05  14:00:00,0.00021396,0.0002339,0.00016131,0.00022916,7.92E-05,0.00026425,0.00020785
 01/05  15:00:00,0.00021274,0.0003539,0.00023178,0.00034673,0.00011982,0,0.000488
 01/05  16:00:00,0.00022007,0.0003661,0.00023978,0.00035869,0.00012396,0,0.00032533
 01/05  17:00:00,0.00023597,0.00039254,0.00025709,0.00038459,0.00013291,0,0.00024038
 01/05  18:00:00,0.0001675,0.00027864,0,0.000273,9.43E-05,0.0003148,0.00024761
 01/05  19:00:00,0.00017361,0.00028881,0.00018916,0.00028296,9.78E-05,0.00032629,0.00025665
 01/05  20:00:00,0.00017973,-1.73E-18,0.00019582,7.81E-18,0.00010123,0.00033777,0.00026569
 01/05  21:00:00,0.00018584,0,0.00020248,0,-8.67E-19,0.00034926,0.00027473
 01/05  22:00:00,0.00026409,0.00041233,0.00028773,-6.94E-18,2.07E-05,0.00035845,0.00028195
 01/05  23:00:00,0.00019684,0.00032746,0.00021447,0,0,0,0.00029099
 01/05  24:00:00,0.00020296,0.00033763,0.00022113,0.00033079,0.00011431,0,0.00030003
 01/06  01:00:00,0.00020638,0,0.00022689,0.00016915,9.99E-05,1.73E-18,0.00030661
 01/06  02:00:00,0.00028529,0,0.00023356,0.00023383,0.00013808,0,0.00031563
 01/06  03:00:00,0.00029136,0,0.00032031,0.0002388,0.00014102,0,0.00043286
 01/06  04:00:00,0.00029378,0,0.00032298,0.00024079,0.0001422,0,0.00043647
 01/06  05:00:00,0.00029743,0,0.00032699,0.00024378,0.00014396,0,0.00044188
 01/06  06:00:00,0.00029985,0,0.00032966,0.00024577,0.00014513,0.00092833,0.00044549
 01/06  07:00:00,0.00030228,0,0.00033232,0.00024776,0.00014631,0.00064983,0.0004491
 01/06  08:00:00,0.0003035,0,0.00033366,0.00024875,0.0001469,0.00065327,0.0004509
 01/06  09:00:00,0.0003035,0,0.00033366,0.00024875,0.0001469,0,0.0004509
 01/06  10:00:00,0.0002865,0,0.0002349,0.00023482,0.00013867,0,0.00031743
 01/06  11:00:00,0.00019788,0,0.00021755,0.00016219,9.58E-05,0,0.00029399
 01/06  12:00:00,0.0001821,0,0.0002002,0.00014925,8.81E-05,0,0.00027054
 01/06  13:00:00,0.00017239,0,0.00021161,0.00014129,8.34E-05,0.00048823,0.00025611
 01/06  14:00:00,0.00016632,0,0.00018285,0.00013632,8.05E-05,0.00047104,0.00024709
 01/06  15:00:00,0.00023915,0,0.00018285,0.00019602,0.00011575,0,-1.73E-18
 01/06  16:00:00,0.00024644,0,0.00029823,0.00020199,0.00011928,0,0.00043286
 01/06  17:00:00,0.00025736,0,0,0.00019325,8.93E-05,0,0.00027415
 01/06  18:00:00,0.00018938,0,0.0002082,0.00015522,9.17E-05,0.00053637,0.00028136
 01/06  19:00:00,0.00019424,0,0.00021354,0.0001592,9.40E-05,0.00055012,0.00028858
 01/06  20:00:00,0.00019909,0,0.00021888,0.00016318,9.64E-05,0.00056387,0.00029579
 01/06  21:00:00,0.00020395,0,0.00022422,0.00016716,0,0.00057763,0.00030301
 01/06  22:00:00,0.0002088,0,0.00022956,0.00017114,0.00010106,0.00059138,0.00031022
 01/06  23:00:00,0.00021366,0,0.0002349,0.00017512,0,0,0.00031743
 01/06  24:00:00,0.00021852,0,0.00024023,0.00019679,0.00010576,0,0.00032465
 01/07  01:00:00,0.00029669,0.00037793,0.00034174,0.00031506,0.00015487,0,0
 01/07  02:00:00,0.00030036,0.0003826,0.00034735,0.00031895,0.0001828,0,0
 01/07  03:00:00,0.0003028,0.00038571,0.00046313,0.00032154,0.00020988,-6.12E-07,0
 01/07  04:00:00,0.00030524,0.00038882,0.00046686,0.00032414,0.00021157,0.00097,0
 01/07  05:00:00,0.00030646,0.00039038,0.00046873,0.00032543,0.00021241,0,0
 01/07  06:00:00,0.00030768,0.00039193,0.0004706,0.00032673,0.00021326,0.00062041,0
 01/07  07:00:00,0.0003089,0.00039349,0.00036042,0.00032803,0.00016333,0.00062364,0
 01/07  08:00:00,0.00023687,0.00030173,0,0.00025153,2.17E-19,0.00062687,0
 01/07  09:00:00,0.00023564,0.00030017,0,0.00025023,0,0,0
 01/07  10:00:00,0.00021123,0.00026906,0,0.0002243,0,0,0
 01/07  11:00:00,0.00018803,0.00023951,0,0.00019967,0,0,0
 01/07  12:00:00,0.00016727,0.00021307,0,0.00017763,0,0,0
 01/07  13:00:00,0.00015262,0.00019441,0,0.00016207,0,0.00040391,0
 01/07  14:00:00,0.00014163,0.00018041,0,0.0001504,0,0.00037483,0
 01/07  15:00:00,0.00013797,0.00017575,0,0.00014651,0,0,0
 01/07  16:00:00,0.00021611,0.00027529,-4.34E-19,0.00022949,0,0,0
 01/07  17:00:00,0.00023076,0.00029395,0,0.00024505,0,0,0
 01/07  18:00:00,0.00016605,0.00021152,0,0.00017633,0,0.00043946,0
 01/07  19:00:00,0.00017338,0.00022085,0,0.00018411,0,0.00045884,0
 01/07  20:00:00,0.0001807,0.00023018,0,0.00019189,0,0.00047823,0
 01/07  21:00:00,0.00018803,0.00023951,0,0.00019967,0,0.00049762,0
 01/07  22:00:00,0.00026861,0.00034216,0,0.00028524,0,0.00051701,0
 01/07  23:00:00,0.00027716,0.00035305,0,0.00029432,0.00014133,0,0
 01/07  24:00:00,0.00028448,0.00036238,0.00032307,0.00030209,0.00014641,0,0
 01/08  01:00:00,0.00029807,0.00081109,0.00033587,0.00054848,0.00014449,0,0.00032693
 01/08  02:00:00,0.000308,0.00083812,0.00034706,0.00056676,0.0001493,0,0.00033783
 01/08  03:00:00,0.0003167,0.00086178,0.00035686,0.00058276,0.00015352,0,0.00034737
 01/08  04:00:00,0.00032166,0.0008753,0.00036246,0.0005919,0.00015593,0,0.00035282
 01/08  05:00:00,0.00032663,0.00088882,0.00036806,0.00060104,0.00015834,0.0010251,0.00035827
 01/08  06:00:00,0.0003316,0.00090234,0.00037365,0.00061018,0.00016074,0,0.00036371
 01/08  07:00:00,0.00033532,0.00091247,0.00037785,0.00061704,0.00016255,0.00079727,0.0003678
 01/08  08:00:00,0.00026453,0.00071984,0.00029808,0.00048678,0.00012823,0.00080866,0.00029015
 01/08  09:00:00,0.00026205,0.00071308,0.00029528,0.0004822,0.00012703,0,0.00028743
 01/08  10:00:00,0.00023969,0.00065225,0.00027009,0.00044107,0.00011619,0,0.00026291
 01/08  11:00:00,0.0002161,0.00058804,0.0002435,0.00039765,0.00010475,0,0.00023703
 01/08  12:00:00,0.00019498,0.00053059,0.00021971,0.0003588,9.45E-05,0,8.67E-19
 01/08  13:00:00,0.00017884,0.00048665,0.00025549,0.00032909,8.67E-05,0.0005467,0.00019616
 01/08  14:00:00,0.0001689,0.00045962,0.00019033,0.0003108,8.19E-05,0.00051633,0.00018526
 01/08  15:00:00,0.00016518,0.00044948,0.00018613,0.00030395,8.01E-05,0,0
 01/08  16:00:00,0.00024466,0.000463,0.00022172,0.00031309,8.25E-05,0,0
 01/08  17:00:00,0.00026205,0.00071308,0.00029528,0.00034508,9.09E-05,0,0
 01/08  18:00:00,0.00019623,0.00053397,0.00022111,0.00036108,9.51E-05,0.00059985,0.00021523
 01/08  19:00:00,0.00020492,0.00055762,0.00023091,0.00037708,9.93E-05,0.00062642,0.00022477
 01/08  20:00:00,0.00021361,-1.73E-18,0.00024071,0.00039308,0.00010355,0.000653,0.0002343
 01/08  21:00:00,0.00022231,0,0.0002505,-6.94E-18,0.00010776,0.00067958,0.00024384
 01/08  22:00:00,0.00030552,0.00083137,0.00034427,0.00027424,9.03E-05,0.00070615,0.00033511
 01/08  23:00:00,0.00031545,0.0008584,0.00035546,0.00058047,0.00015292,0,0.00034601
 01/08  24:00:00,0.00032415,0.00088206,0.00036526,0.00059647,0.00015713,0,0.00035554
 01/09  01:00:00,0.00034474,0.00084161,0.0002878,0.0005747,0.00014365,0,0.00047035
 01/09  02:00:00,0.00035382,0.00086375,0.00029758,0.00058982,0.00014743,0,0.00048273
 01/09  03:00:00,0.00036159,0.00088274,0.00030596,0.00060278,0.00015067,0.00056367,0.00049334
 01/09  04:00:00,0.00036548,0.00089223,0.00039398,0.00060926,0.00015229,0.00088308,0.00049864
 01/09  05:00:00,0.00036937,0.00090172,0.00039817,0.00061575,0.00015391,0.00089247,0.00050395
 01/09  06:00:00,0.00037326,0.00091121,0.00077003,0.00062223,0.00015553,0.00090187,0.00050925
 01/09  07:00:00,0.00037714,0.00092071,0.00032273,0.00062871,0.00015715,0.00072337,0.00051456
 01/09  08:00:00,0.00030197,0.0007372,0.00032552,0.0005034,0.00012583,0.00072963,0.000412
 01/09  09:00:00,0.00029938,0.00073087,0.00032273,0.00049908,0.00012475,0,0.00040846
 01/09  10:00:00,0.00026828,0.00065493,0.0002892,0.00044723,0.00011179,0,0.00036602
 01/09  11:00:00,0.00023847,0.00058216,0.00025707,0.00039753,9.94E-05,0,0.00032535
 01/09  12:00:00,0.00021384,0.00052205,0.00023052,0.00035648,8.91E-05,0,0.00029176
 01/09  13:00:00,0.0001944,0.00047459,0.00023587,0.00032408,8.10E-05,0.00046972,0.00026523
 01/09  14:00:00,0.00018404,0.00044928,0.00019839,0.00030679,7.67E-05,0.00044467,0.00025109
 01/09  15:00:00,0.00018144,0.00044295,0.00019559,0.00030247,7.56E-05,0,1.73E-18
 01/09  16:00:00,0.00026698,0.00055685,0.00020398,0.00031543,7.88E-05,0,0.00010609
 01/09  17:00:00,0.00028772,0.00051256,0.00022633,0.00035,8.75E-05,0,0.00028645
 01/09  18:00:00,0.00021514,0.00052521,0.00023192,0.00035865,8.96E-05,0.00051983,0.00029353
 01/09  19:00:00,0.00022032,-1.73E-18,0.00023751,0.00036729,9.18E-05,0.00053235,0.0003006
 01/09  20:00:00,0.00022551,0,0.00024309,1.73E-18,9.40E-05,0.00054488,0.00030767
 01/09  21:00:00,0.00023069,0,0.00024868,0.00038457,9.61E-05,0.0005574,0.00031475
 01/09  22:00:00,0.00031364,0.00076567,0.00025427,0.00038889,0.00011341,0.00056993,0.00042791
 01/09  23:00:00,0.00031882,0.00077833,0.00025986,0.00040186,0.00010045,0,0.00043499
 01/09  24:00:00,0.00032401,0.00079098,0.00026545,0.00054013,0.00013501,0,0.00044206
 01/10  01:00:00,0.00033368,0.00075862,0.00035955,0.00051846,0.0001334,0,0.00042303
 01/10  02:00:00,0.00033633,0.00076464,0.0003624,0.00052258,0.00013445,0,0.00042639
 01/10  03:00:00,0.00033897,0.00077066,0.00036526,0.00052669,0.00013551,0.001143,0.00042974
 01/10  04:00:00,0.0003403,0.00077367,0.00036668,0.00052875,0.00013604,0.00075056,0.00043142
 01/10  05:00:00,0.00034162,0.00077668,0.00036811,0.00053081,0.00013657,0.00098297,0.0004331
 01/10  06:00:00,0.00034295,0.00077969,0.00036954,0.00053287,0.0001371,0.00075818,0.00043478
 01/10  07:00:00,0.00034559,0.00078571,0.00037239,0.00053698,0.00013816,0.0007658,0.00043814
 01/10  08:00:00,0.00026482,0.00060208,0.00028536,0.00041148,0.00010587,0.00076199,0.00033574
 01/10  09:00:00,0.0002635,0.00059907,0.00028393,0.00040942,0.00010534,0,0.00033406
 01/10  10:00:00,0.00026085,0.00059305,0.00028108,0.00040531,0.00010428,0,0.0003307
 01/10  11:00:00,0.0002582,0.00058703,0.00027822,0.00040119,0.00010322,0,0.00032734
 01/10  12:00:00,0.00025555,0.00058101,0.00027537,0.00039708,0.00010216,0,0.00032399
 01/10  13:00:00,0.00025423,0.000578,0.00027394,0.00039502,0.00010164,0.00073151,0.00032231
 01/10  14:00:00,0.00022907,0.0005208,0.00024683,0.00035593,9.16E-05,0.00065912,0.00029041
 01/10  15:00:00,0.00029131,0.00048166,0.00031389,0.00032918,8.47E-05,0,-1.73E-18
 01/10  16:00:00,0.00020524,0.00046661,0.00022115,0.0003189,8.20E-05,0,0
 01/10  17:00:00,0.00021186,0.00048166,0.00022829,0.00032918,8.47E-05,0,0.00026859
 01/10  18:00:00,0.00021451,0.00048768,0.00023114,0.0003333,8.58E-05,0.00061721,0.00027195
 01/10  19:00:00,0.00021716,-1.73E-18,0.00023399,0.00033741,8.68E-05,0.00062483,0.0002753
 01/10  20:00:00,0.0002198,0,0.00023685,1.73E-18,8.79E-05,0.00063245,0.00027866
 01/10  21:00:00,0.0003019,0,0.00032531,0.00034564,8.89E-05,0.00064007,0.00038274
 01/10  22:00:00,0.00030455,0.00018062,0.00032816,0,7.94E-05,0.00064769,0.0003861
 01/10  23:00:00,0.0003072,0.00069841,0.00033101,0.00030861,0.00012281,0,0.00038946
 01/10  24:00:00,0.00030984,0.00070443,0.00033387,0.00048143,0.00012387,0,0.00039281
 01/11  01:00:00,0.00028715,0.00070287,0.00035946,0.00043149,0.00010049,1.73E-18,0.00046266
 01/11  02:00:00,0.00028957,0.0007088,0.00036249,0.00043513,0.00010163,0.0006746,0.00046656
 01/11  03:00:00,0.00029321,0.0007177,0.00036704,0.0004406,0.00010333,0.00093563,0.00047242
 01/11  04:00:00,0.00029321,0.0007177,0.00036704,0.0004406,0.0001374,0.00093563,0.00047242
 01/11  05:00:00,0.00029442,0.00072066,0.00036856,0.00044242,0.00013796,0.0009395,0.00047437
 01/11  06:00:00,0.00029563,0.00072363,0.00037007,0.00044424,0.00028955,0.00094337,0.00047632
 01/11  07:00:00,0.00029684,0.00072659,0.00037159,0.00044606,0.00010503,0.00073659,0.00047828
 01/11  08:00:00,0.00022415,0.00054865,0.00028059,0.00033682,0.00010503,0.00071526,0.00036115
 01/11  09:00:00,0.00022172,0.00054272,0.00027755,0.00033318,0.0001039,0.00070752,0.00035724
 01/11  10:00:00,0.0002084,0.0005101,0.00026087,0.00031315,9.77E-05,0,0.00033577
 01/11  11:00:00,0.0002084,0.0005101,0.00026087,0.00031315,9.77E-05,0,0.00033577
 01/11  12:00:00,0.00019749,0.00048341,0.00024722,0.00029676,9.25E-05,0,0.0003182
 01/11  13:00:00,0.00018416,0.00045079,0.00023054,0.00027674,8.63E-05,0.00058767,0.00029673
 01/11  14:00:00,0.00017326,0.00042409,0.00021689,0.00026035,8.12E-05,0.00055287,0.00027916
 01/11  15:00:00,0.00017689,0.00043299,0.00022144,0.00026581,8.29E-05,0,0.00028501
 01/11  16:00:00,0.00025565,0.00062576,0.00032002,0.00027492,8.57E-05,0,0.0004119
 01/11  17:00:00,0.00026292,0.00046561,0.00032912,0.00028584,8.91E-05,0,0.00042362
 01/11  18:00:00,0.00019628,0.00048044,0.0002457,0.00029494,9.20E-05,0.00062633,0.00031625
 01/11  19:00:00,0.00020113,0.00049231,0.00025177,0.00030223,9.42E-05,0.0006418,0.00032406
 01/11  20:00:00,0.00020597,1.73E-18,0.00025784,0.00030951,9.65E-05,0.00065726,0.00033186
 01/11  21:00:00,0.00021082,0,0.0002639,-8.67E-19,9.88E-05,0.00067273,0.00033967
 01/11  22:00:00,0.00028957,0.0007088,0.00036249,0,0,0.00069206,0.00046656
 01/11  23:00:00,0.00029442,0.00072066,0.00036856,0.0002731,0,0,0.00047437
 01/11  24:00:00,0.00030169,0.00073846,0.00037766,0.00045334,0.0001073,0,0.00048608
 01/12  01:00:00,0.00022654,0.00046439,0.00023551,0.00045366,0,0,0.00034342
 01/12  02:00:00,0.00030933,0.00063412,0.00024985,0.00061947,0,0,0.00046894
 01/12  03:00:00,0.00032198,0.00066005,0.000263,0.0006448,0,0,0.00048812
 01/12  04:00:00,0.00033693,0.0006907,0.00027855,0.00067474,0,0,0.00051078
 01/12  05:00:00,0.00033578,0.00068834,0.00027735,0.00067243,0,0,0.00050903
 01/12  06:00:00,0.00034383,0.00070484,0.00082488,0.00068855,0,0,0.00052124
 01/12  07:00:00,0.00034958,0.00071663,0.0002917,0.00070007,0,0,0.00052995
 01/12  08:00:00,0.00035533,0.00072841,0.00029767,0.00071158,0,0,0.00053867
 01/12  09:00:00,0.00028863,0.00059169,0.00030006,0.00057802,0,0,0.00043756
 01/12  10:00:00,0.00029208,0.00059876,0.00030365,0.00058492,0,0,0.00044279
 01/12  11:00:00,0.00029553,0.00060583,0.00030724,0.00059183,0,0,0.00044802
 01/12  12:00:00,0.00029898,0.0006129,0.00031082,0.00059874,0,0,0.00045325
 01/12  13:00:00,0.00030243,0.00061998,0.00031441,0.00060565,0,0,0.00045848
 01/12  14:00:00,0.00030473,0.00062469,0.0003168,0.00061026,0,0,0.00046197
 01/12  15:00:00,0.00030703,0.00062941,0.00031919,0.00061486,0,0,0.00046545
 01/12  16:00:00,0.00037258,0.00076377,0.00031561,0.00060795,0,0,0.00056482
 01/12  17:00:00,0.00030473,0.00062469,0.0003168,0.00061026,0,0,0.00046197
 01/12  18:00:00,0.00030588,0.00062705,0.000318,0.00061256,0,0,0.00046371
 01/12  19:00:00,0.00030703,0.00062941,0.00031919,0.00061486,0,0,0.00046545
 01/12  20:00:00,0.00030933,0.00063412,0.00032158,1.73E-18,0,0,0.00046894
 01/12  21:00:00,0.00037948,0.00077792,0.00032278,0.00013817,0,0,0.00057528
 01/12  22:00:00,0.00038178,0.00078263,0.00032517,0.00076455,0,0,0.00057877
 01/12  23:00:00,0.00037373,0.00076613,0.0003168,0.00074843,0,0,0.00056656
 01/12  24:00:00,0.00037028,0.00075906,0.00031321,0.00074152,0,0,0.00056133
 01/13  01:00:00,0.00032777,0.0006403,0.00042916,0.00034009,0,0,0.00062205
 01/13  02:00:00,0.00039765,0.0007768,0.00052065,0.00041259,0,0,0.00075466
